Localidade;Nu_local;Local;Endereco;CEP;Bairro;Secao;Apto
VITÓRIA;2364;EMEF ORLANDINA D' ALMEIDA LUCAS;RUA LUÍS GOMES TAVARES, 95;29048250;SÃO CRISTOVÃO;1000;363
VITÓRIA;2364;EMEF ORLANDINA D' ALMEIDA LUCAS;RUA LUÍS GOMES TAVARES, 95;29048250;SÃO CRISTOVÃO;1001;361
VITÓRIA;2364;EMEF ORLANDINA D' ALMEIDA LUCAS;RUA LUÍS GOMES TAVARES, 95;29048250;SÃO CRISTOVÃO;1002;363
VITÓRIA;2364;EMEF ORLANDINA D' ALMEIDA LUCAS;RUA LUÍS GOMES TAVARES, 95;29048250;SÃO CRISTOVÃO;1003;367
VITÓRIA;2364;EMEF ORLANDINA D' ALMEIDA LUCAS;RUA LUÍS GOMES TAVARES, 95;29048250;SÃO CRISTOVÃO;1004;367
VITÓRIA;2364;EMEF ORLANDINA D' ALMEIDA LUCAS;RUA LUÍS GOMES TAVARES, 95;29048250;SÃO CRISTOVÃO;1005;364
VITÓRIA;2364;EMEF ORLANDINA D' ALMEIDA LUCAS;RUA LUÍS GOMES TAVARES, 95;29048250;SÃO CRISTOVÃO;1058;365
VITÓRIA;2372;SESI - SERVIÇO SOCIAL DA ;RUA JOSÉ MOTTA FRAGA, 480;29048210;SÃO CRISTOVÃO;1006;312
VITÓRIA;2372;SESI - SERVIÇO SOCIAL DA ;RUA JOSÉ MOTTA FRAGA, 480;29048210;SÃO CRISTOVÃO;1007;310
VITÓRIA;2372;SESI - SERVIÇO SOCIAL DA ;RUA JOSÉ MOTTA FRAGA, 480;29048210;SÃO CRISTOVÃO;1008;319
VITÓRIA;2372;SESI - SERVIÇO SOCIAL DA ;RUA JOSÉ MOTTA FRAGA, 480;29048210;SÃO CRISTOVÃO;1009;313
VITÓRIA;2372;SESI - SERVIÇO SOCIAL DA ;RUA JOSÉ MOTTA FRAGA, 480;29048210;SÃO CRISTOVÃO;1010;316
VITÓRIA;2372;SESI - SERVIÇO SOCIAL DA ;RUA JOSÉ MOTTA FRAGA, 480;29048210;SÃO CRISTOVÃO;1011;312
VITÓRIA;2372;SESI - SERVIÇO SOCIAL DA ;RUA JOSÉ MOTTA FRAGA, 480;29048210;SÃO CRISTOVÃO;1013;314
VITÓRIA;1864;EMEF FRANCISCO LACERDA DE ;RUA GUILHERME BASSINI, 57;29030720;SÃO PEDRO I;473;371
VITÓRIA;1864;EMEF FRANCISCO LACERDA DE ;RUA GUILHERME BASSINI, 57;29030720;SÃO PEDRO I;474;367
VITÓRIA;1864;EMEF FRANCISCO LACERDA DE ;RUA GUILHERME BASSINI, 57;29030720;SÃO PEDRO I;475;377
VITÓRIA;1864;EMEF FRANCISCO LACERDA DE ;RUA GUILHERME BASSINI, 57;29030720;SÃO PEDRO I;479;369
VITÓRIA;1864;EMEF FRANCISCO LACERDA DE ;RUA GUILHERME BASSINI, 57;29030720;SÃO PEDRO I;480;374
VITÓRIA;1864;EMEF FRANCISCO LACERDA DE ;RUA GUILHERME BASSINI, 57;29030720;SÃO PEDRO I;481;370
VITÓRIA;1864;EMEF FRANCISCO LACERDA DE ;RUA GUILHERME BASSINI, 57;29030720;SÃO PEDRO I;671;417
VITÓRIA;1864;EMEF FRANCISCO LACERDA DE ;RUA GUILHERME BASSINI, 57;29030720;SÃO PEDRO I;916;374
VITÓRIA;1864;EMEF FRANCISCO LACERDA DE ;RUA GUILHERME BASSINI, 57;29030720;SÃO PEDRO I;1066;370
VITÓRIA;1929;EMEF LENIR BORLOT (ANTIGO ;RUA DO ACORDO, 100;29030180;SÃO PEDRO I;521;289
VITÓRIA;1929;EMEF LENIR BORLOT (ANTIGO ;RUA DO ACORDO, 100;29030180;SÃO PEDRO I;547;326
VITÓRIA;1929;EMEF LENIR BORLOT (ANTIGO ;RUA DO ACORDO, 100;29030180;SÃO PEDRO I;550;338
VITÓRIA;1929;EMEF LENIR BORLOT (ANTIGO ;RUA DO ACORDO, 100;29030180;SÃO PEDRO I;602;334
VITÓRIA;1929;EMEF LENIR BORLOT (ANTIGO ;RUA DO ACORDO, 100;29030180;SÃO PEDRO I;1079;291
VITÓRIA;1996;EMEF TANCREDO DE ALMEIDA NEVES;AV. CENTRAL, 285;29030070;SÃO PEDRO III;472;374
VITÓRIA;1996;EMEF TANCREDO DE ALMEIDA NEVES;AV. CENTRAL, 285;29030070;SÃO PEDRO III;538;371
VITÓRIA;1996;EMEF TANCREDO DE ALMEIDA NEVES;AV. CENTRAL, 285;29030070;SÃO PEDRO III;557;391
VITÓRIA;1996;EMEF TANCREDO DE ALMEIDA NEVES;AV. CENTRAL, 285;29030070;SÃO PEDRO III;574;374
VITÓRIA;1996;EMEF TANCREDO DE ALMEIDA NEVES;AV. CENTRAL, 285;29030070;SÃO PEDRO III;594;378
VITÓRIA;1996;EMEF TANCREDO DE ALMEIDA NEVES;AV. CENTRAL, 285;29030070;SÃO PEDRO III;600;376
VITÓRIA;1996;EMEF TANCREDO DE ALMEIDA NEVES;AV. CENTRAL, 285;29030070;SÃO PEDRO III;616;368
VITÓRIA;1996;EMEF TANCREDO DE ALMEIDA NEVES;AV. CENTRAL, 285;29030070;SÃO PEDRO III;636;368
VITÓRIA;1996;EMEF TANCREDO DE ALMEIDA NEVES;AV. CENTRAL, 285;29030070;SÃO PEDRO III;646;369
VITÓRIA;1996;EMEF TANCREDO DE ALMEIDA NEVES;AV. CENTRAL, 285;29030070;SÃO PEDRO III;660;378
VITÓRIA;1996;EMEF TANCREDO DE ALMEIDA NEVES;AV. CENTRAL, 285;29030070;SÃO PEDRO III;669;379
VITÓRIA;1996;EMEF TANCREDO DE ALMEIDA NEVES;AV. CENTRAL, 285;29030070;SÃO PEDRO III;908;427
VITÓRIA;1996;EMEF TANCREDO DE ALMEIDA NEVES;AV. CENTRAL, 285;29030070;SÃO PEDRO III;915;399
VITÓRIA;2470;EMEF MARIA JOSÉ COSTA MORAES;RODOVIA SERAFIM DERENZI, 4449;29031847;SÃO PEDRO III;546;328
VITÓRIA;2470;EMEF MARIA JOSÉ COSTA MORAES;RODOVIA SERAFIM DERENZI, 4449;29031847;SÃO PEDRO III;585;334
VITÓRIA;2470;EMEF MARIA JOSÉ COSTA MORAES;RODOVIA SERAFIM DERENZI, 4449;29031847;SÃO PEDRO III;615;328
VITÓRIA;2470;EMEF MARIA JOSÉ COSTA MORAES;RODOVIA SERAFIM DERENZI, 4449;29031847;SÃO PEDRO III;907;351
VITÓRIA;2470;EMEF MARIA JOSÉ COSTA MORAES;RODOVIA SERAFIM DERENZI, 4449;29031847;SÃO PEDRO III;1067;255
VITÓRIA;2470;EMEF MARIA JOSÉ COSTA MORAES;RODOVIA SERAFIM DERENZI, 4449;29031847;SÃO PEDRO III;1075;362
VITÓRIA;2437;EMEF PROFª EUNICE PEREIRA ;AV. CEL. JOSÉ MARTINS DE FIGUEIREDO,45;29043405;TABUAZEIRO;668;432
VITÓRIA;2437;EMEF PROFª EUNICE PEREIRA ;AV. CEL. JOSÉ MARTINS DE FIGUEIREDO,45;29043405;TABUAZEIRO;905;426
VITÓRIA;2437;EMEF PROFª EUNICE PEREIRA ;AV. CEL. JOSÉ MARTINS DE FIGUEIREDO,45;29043405;TABUAZEIRO;906;441
VITÓRIA;2437;EMEF PROFª EUNICE PEREIRA ;AV. CEL. JOSÉ MARTINS DE FIGUEIREDO,45;29043405;TABUAZEIRO;909;431
VITÓRIA;2437;EMEF PROFª EUNICE PEREIRA ;AV. CEL. JOSÉ MARTINS DE FIGUEIREDO,45;29043405;TABUAZEIRO;1065;310
VITÓRIA;1880;SALA ANEXA DA IGREJA SÃO PEDRO;RUA SANTO ANDRÉ, 85;29025340;VILA RUBIM;405;281
VITÓRIA;1880;SALA ANEXA DA IGREJA SÃO PEDRO;RUA SANTO ANDRÉ, 85;29025340;VILA RUBIM;406;271
VITÓRIA;1880;SALA ANEXA DA IGREJA SÃO PEDRO;RUA SANTO ANDRÉ, 85;29025340;VILA RUBIM;407;281
VITÓRIA;1651;EMEF - ISAURA MARQUES DA SILVA;AV. LEITÃO DA SILVA, 3291;29045205;ANDORINHAS;405;337
VITÓRIA;1651;EMEF - ISAURA MARQUES DA SILVA;AV. LEITÃO DA SILVA, 3291;29045205;ANDORINHAS;406;341
VITÓRIA;1651;EMEF - ISAURA MARQUES DA SILVA;AV. LEITÃO DA SILVA, 3291;29045205;ANDORINHAS;407;346
VITÓRIA;1651;EMEF - ISAURA MARQUES DA SILVA;AV. LEITÃO DA SILVA, 3291;29045205;ANDORINHAS;408;362
VITÓRIA;1651;EMEF - ISAURA MARQUES DA SILVA;AV. LEITÃO DA SILVA, 3291;29045205;ANDORINHAS;409;342
VITÓRIA;1651;EMEF - ISAURA MARQUES DA SILVA;AV. LEITÃO DA SILVA, 3291;29045205;ANDORINHAS;410;303
VITÓRIA;1651;EMEF - ISAURA MARQUES DA SILVA;AV. LEITÃO DA SILVA, 3291;29045205;ANDORINHAS;411;337
VITÓRIA;1651;EMEF - ISAURA MARQUES DA SILVA;AV. LEITÃO DA SILVA, 3291;29045205;ANDORINHAS;436;333
VITÓRIA;1821;CMEI - DARCY CASTELO DE ;RUA FRANCISCO ARAÚJO MACHADO 11;29072440;ANTÔNIO HONÓRIO;511;308
VITÓRIA;1821;CMEI - DARCY CASTELO DE ;RUA FRANCISCO ARAÚJO MACHADO 11;29072440;ANTÔNIO HONÓRIO;512;307
VITÓRIA;1821;CMEI - DARCY CASTELO DE ;RUA FRANCISCO ARAÚJO MACHADO 11;29072440;ANTÔNIO HONÓRIO;513;308
VITÓRIA;1937;EPG ADÃO BENEZATH;R. PROF. CLARA LIMA, 63;29070430;ANTÔNIO HONÓRIO;612;327
VITÓRIA;1937;EPG ADÃO BENEZATH;R. PROF. CLARA LIMA, 63;29070430;ANTÔNIO HONÓRIO;613;329
VITÓRIA;1937;EPG ADÃO BENEZATH;R. PROF. CLARA LIMA, 63;29070430;ANTÔNIO HONÓRIO;614;326
VITÓRIA;1937;EPG ADÃO BENEZATH;R. PROF. CLARA LIMA, 63;29070430;ANTÔNIO HONÓRIO;615;332
VITÓRIA;1937;EPG ADÃO BENEZATH;R. PROF. CLARA LIMA, 63;29070430;ANTÔNIO HONÓRIO;616;328
VITÓRIA;1937;EPG ADÃO BENEZATH;R. PROF. CLARA LIMA, 63;29070430;ANTÔNIO HONÓRIO;617;328
VITÓRIA;1449;EEEFM - ARISTÓBULO ;AV. VITÓRIA, 3010;29050140;BENTO FERREIRA;261;228
VITÓRIA;1449;EEEFM - ARISTÓBULO ;AV. VITÓRIA, 3010;29050140;BENTO FERREIRA;262;353
VITÓRIA;1449;EEEFM - ARISTÓBULO ;AV. VITÓRIA, 3010;29050140;BENTO FERREIRA;263;353
VITÓRIA;1449;EEEFM - ARISTÓBULO ;AV. VITÓRIA, 3010;29050140;BENTO FERREIRA;264;362
VITÓRIA;1449;EEEFM - ARISTÓBULO ;AV. VITÓRIA, 3010;29050140;BENTO FERREIRA;265;362
VITÓRIA;1449;EEEFM - ARISTÓBULO ;AV. VITÓRIA, 3010;29050140;BENTO FERREIRA;266;363
VITÓRIA;1449;EEEFM - ARISTÓBULO ;AV. VITÓRIA, 3010;29050140;BENTO FERREIRA;682;226
VITÓRIA;1465;INSTITUTO LUIZ BRAILLE;AV. MAL. MASCARENHAS DE MORAES, 2430;29052120;BENTO FERREIRA;273;373
VITÓRIA;1465;INSTITUTO LUIZ BRAILLE;AV. MAL. MASCARENHAS DE MORAES, 2430;29052120;BENTO FERREIRA;274;403
VITÓRIA;1473;SENAC - SERVIÇO NACIONAL DE ;AV. MAL. MASCARENHAS DE MORAES, 2077;29052121;BENTO FERREIRA;275;343
VITÓRIA;1473;SENAC - SERVIÇO NACIONAL DE ;AV. MAL. MASCARENHAS DE MORAES, 2077;29052121;BENTO FERREIRA;276;338
VITÓRIA;1473;SENAC - SERVIÇO NACIONAL DE ;AV. MAL. MASCARENHAS DE MORAES, 2077;29052121;BENTO FERREIRA;277;331
VITÓRIA;1473;SENAC - SERVIÇO NACIONAL DE ;AV. MAL. MASCARENHAS DE MORAES, 2077;29052121;BENTO FERREIRA;278;339
VITÓRIA;1473;SENAC - SERVIÇO NACIONAL DE ;AV. MAL. MASCARENHAS DE MORAES, 2077;29052121;BENTO FERREIRA;279;336
VITÓRIA;1473;SENAC - SERVIÇO NACIONAL DE ;AV. MAL. MASCARENHAS DE MORAES, 2077;29052121;BENTO FERREIRA;280;342
VITÓRIA;1473;SENAC - SERVIÇO NACIONAL DE ;AV. MAL. MASCARENHAS DE MORAES, 2077;29052121;BENTO FERREIRA;689;329
VITÓRIA;2020;ESCOLA SÃO DOMINGOS ;R. FRANCISCO RUBIM, 428;29050680;BENTO FERREIRA;267;371
VITÓRIA;2020;ESCOLA SÃO DOMINGOS ;R. FRANCISCO RUBIM, 428;29050680;BENTO FERREIRA;268;395
VITÓRIA;2020;ESCOLA SÃO DOMINGOS ;R. FRANCISCO RUBIM, 428;29050680;BENTO FERREIRA;269;395
VITÓRIA;2020;ESCOLA SÃO DOMINGOS ;R. FRANCISCO RUBIM, 428;29050680;BENTO FERREIRA;270;382
VITÓRIA;2020;ESCOLA SÃO DOMINGOS ;R. FRANCISCO RUBIM, 428;29050680;BENTO FERREIRA;271;387
VITÓRIA;2020;ESCOLA SÃO DOMINGOS ;R. FRANCISCO RUBIM, 428;29050680;BENTO FERREIRA;272;405
VITÓRIA;2020;ESCOLA SÃO DOMINGOS ;R. FRANCISCO RUBIM, 428;29050680;BENTO FERREIRA;423;449
VITÓRIA;2020;ESCOLA SÃO DOMINGOS ;R. FRANCISCO RUBIM, 428;29050680;BENTO FERREIRA;684;369
VITÓRIA;2020;ESCOLA SÃO DOMINGOS ;R. FRANCISCO RUBIM, 428;29050680;BENTO FERREIRA;694;370
VITÓRIA;2020;ESCOLA SÃO DOMINGOS ;R. FRANCISCO RUBIM, 428;29050680;BENTO FERREIRA;718;113
VITÓRIA;2097;SENAI - SERVIÇO NACIONAL DE ;AV. MAL. MASCARENHAS DE MORAES, 2235 - BENTO FERREIRA, VITÓRIA - ES;29052121;BENTO FERREIRA;258;320
VITÓRIA;2097;SENAI - SERVIÇO NACIONAL DE ;AV. MAL. MASCARENHAS DE MORAES, 2235 - BENTO FERREIRA, VITÓRIA - ES;29052121;BENTO FERREIRA;259;320
VITÓRIA;2097;SENAI - SERVIÇO NACIONAL DE ;AV. MAL. MASCARENHAS DE MORAES, 2235 - BENTO FERREIRA, VITÓRIA - ES;29052121;BENTO FERREIRA;260;321
VITÓRIA;2038;ESCOLA MONTEIRO;R. ENG. GUILHERME JOSÉ MONJARDIM VAREJÃO, 20;29050260;ENSEADA DO SUÁ;701;373
VITÓRIA;2038;ESCOLA MONTEIRO;R. ENG. GUILHERME JOSÉ MONJARDIM VAREJÃO, 20;29050260;ENSEADA DO SUÁ;713;183
VITÓRIA;1830;MULTIVIX - VITÓRIA/ES;RUA JOSÉ ALVES 301;29075080;GOIABEIRAS;514;315
VITÓRIA;1830;MULTIVIX - VITÓRIA/ES;RUA JOSÉ ALVES 301;29075080;GOIABEIRAS;515;321
VITÓRIA;1830;MULTIVIX - VITÓRIA/ES;RUA JOSÉ ALVES 301;29075080;GOIABEIRAS;516;311
VITÓRIA;1830;MULTIVIX - VITÓRIA/ES;RUA JOSÉ ALVES 301;29075080;GOIABEIRAS;517;317
VITÓRIA;1830;MULTIVIX - VITÓRIA/ES;RUA JOSÉ ALVES 301;29075080;GOIABEIRAS;518;312
VITÓRIA;1830;MULTIVIX - VITÓRIA/ES;RUA JOSÉ ALVES 301;29075080;GOIABEIRAS;519;316
VITÓRIA;1830;MULTIVIX - VITÓRIA/ES;RUA JOSÉ ALVES 301;29075080;GOIABEIRAS;520;319
VITÓRIA;1910;EMEF ALMIRANTE BARROSO;RUA DO ALMIRANTE, S/N;29075180;GOIABEIRAS;594;258
VITÓRIA;1910;EMEF ALMIRANTE BARROSO;RUA DO ALMIRANTE, S/N;29075180;GOIABEIRAS;595;251
VITÓRIA;1910;EMEF ALMIRANTE BARROSO;RUA DO ALMIRANTE, S/N;29075180;GOIABEIRAS;596;257
VITÓRIA;1910;EMEF ALMIRANTE BARROSO;RUA DO ALMIRANTE, S/N;29075180;GOIABEIRAS;597;256
VITÓRIA;1910;EMEF ALMIRANTE BARROSO;RUA DO ALMIRANTE, S/N;29075180;GOIABEIRAS;598;262
VITÓRIA;1295;CLUBE ÍTALO BRASILEIRO;RUA RENATO NASCIMENTO DAHER CARNEIRO, N 1036;29052730;ILHA DO BOI;158;365
VITÓRIA;1295;CLUBE ÍTALO BRASILEIRO;RUA RENATO NASCIMENTO DAHER CARNEIRO, N 1036;29052730;ILHA DO BOI;213;367
VITÓRIA;1295;CLUBE ÍTALO BRASILEIRO;RUA RENATO NASCIMENTO DAHER CARNEIRO, N 1036;29052730;ILHA DO BOI;427;363
VITÓRIA;1724;EMEF MARIA MADALENA DE ;RUA CARLOS DELGADO GUERRA PINTO  N.450;29090040;JARDIM CAMBURI;438;433
VITÓRIA;1724;EMEF MARIA MADALENA DE ;RUA CARLOS DELGADO GUERRA PINTO  N.450;29090040;JARDIM CAMBURI;439;438
VITÓRIA;1724;EMEF MARIA MADALENA DE ;RUA CARLOS DELGADO GUERRA PINTO  N.450;29090040;JARDIM CAMBURI;440;447
VITÓRIA;1724;EMEF MARIA MADALENA DE ;RUA CARLOS DELGADO GUERRA PINTO  N.450;29090040;JARDIM CAMBURI;441;41
VITÓRIA;1791;EEEM PROF. RENATO JOSÉ DA ;AV. ENG. CHARLES BITRAN, 251;29092270;JARDIM CAMBURI;495;377
VITÓRIA;1791;EEEM PROF. RENATO JOSÉ DA ;AV. ENG. CHARLES BITRAN, 251;29092270;JARDIM CAMBURI;496;370
VITÓRIA;1791;EEEM PROF. RENATO JOSÉ DA ;AV. ENG. CHARLES BITRAN, 251;29092270;JARDIM CAMBURI;497;377
VITÓRIA;1791;EEEM PROF. RENATO JOSÉ DA ;AV. ENG. CHARLES BITRAN, 251;29092270;JARDIM CAMBURI;498;373
VITÓRIA;1791;EEEM PROF. RENATO JOSÉ DA ;AV. ENG. CHARLES BITRAN, 251;29092270;JARDIM CAMBURI;499;376
VITÓRIA;1791;EEEM PROF. RENATO JOSÉ DA ;AV. ENG. CHARLES BITRAN, 251;29092270;JARDIM CAMBURI;500;377
VITÓRIA;1791;EEEM PROF. RENATO JOSÉ DA ;AV. ENG. CHARLES BITRAN, 251;29092270;JARDIM CAMBURI;501;374
VITÓRIA;1791;EEEM PROF. RENATO JOSÉ DA ;AV. ENG. CHARLES BITRAN, 251;29092270;JARDIM CAMBURI;502;372
VITÓRIA;1791;EEEM PROF. RENATO JOSÉ DA ;AV. ENG. CHARLES BITRAN, 251;29092270;JARDIM CAMBURI;503;397
VITÓRIA;1791;EEEM PROF. RENATO JOSÉ DA ;AV. ENG. CHARLES BITRAN, 251;29092270;JARDIM CAMBURI;504;376
VITÓRIA;1791;EEEM PROF. RENATO JOSÉ DA ;AV. ENG. CHARLES BITRAN, 251;29092270;JARDIM CAMBURI;697;376
VITÓRIA;1791;EEEM PROF. RENATO JOSÉ DA ;AV. ENG. CHARLES BITRAN, 251;29092270;JARDIM CAMBURI;705;375
VITÓRIA;1791;EEEM PROF. RENATO JOSÉ DA ;AV. ENG. CHARLES BITRAN, 251;29092270;JARDIM CAMBURI;710;372
VITÓRIA;1791;EEEM PROF. RENATO JOSÉ DA ;AV. ENG. CHARLES BITRAN, 251;29092270;JARDIM CAMBURI;715;374
VITÓRIA;1848;COLÉGIO RENOVAÇÃO;RUA WELLINGTON DE FREITAS, 265;29090240;JARDIM CAMBURI;521;350
VITÓRIA;1848;COLÉGIO RENOVAÇÃO;RUA WELLINGTON DE FREITAS, 265;29090240;JARDIM CAMBURI;522;348
VITÓRIA;1848;COLÉGIO RENOVAÇÃO;RUA WELLINGTON DE FREITAS, 265;29090240;JARDIM CAMBURI;523;347
VITÓRIA;1848;COLÉGIO RENOVAÇÃO;RUA WELLINGTON DE FREITAS, 265;29090240;JARDIM CAMBURI;524;349
VITÓRIA;1848;COLÉGIO RENOVAÇÃO;RUA WELLINGTON DE FREITAS, 265;29090240;JARDIM CAMBURI;525;347
VITÓRIA;1848;COLÉGIO RENOVAÇÃO;RUA WELLINGTON DE FREITAS, 265;29090240;JARDIM CAMBURI;526;357
VITÓRIA;1848;COLÉGIO RENOVAÇÃO;RUA WELLINGTON DE FREITAS, 265;29090240;JARDIM CAMBURI;527;362
VITÓRIA;1848;COLÉGIO RENOVAÇÃO;RUA WELLINGTON DE FREITAS, 265;29090240;JARDIM CAMBURI;528;364
VITÓRIA;1848;COLÉGIO RENOVAÇÃO;RUA WELLINGTON DE FREITAS, 265;29090240;JARDIM CAMBURI;529;352
VITÓRIA;1848;COLÉGIO RENOVAÇÃO;RUA WELLINGTON DE FREITAS, 265;29090240;JARDIM CAMBURI;530;350
VITÓRIA;1856;FACULDADE ESTÁCIO DE SÁ;RUA DR. HERWAN MODENESE WANDERLEI, 1001;29090640;JARDIM CAMBURI;531;362
VITÓRIA;1856;FACULDADE ESTÁCIO DE SÁ;RUA DR. HERWAN MODENESE WANDERLEI, 1001;29090640;JARDIM CAMBURI;532;359
VITÓRIA;1856;FACULDADE ESTÁCIO DE SÁ;RUA DR. HERWAN MODENESE WANDERLEI, 1001;29090640;JARDIM CAMBURI;533;357
VITÓRIA;1856;FACULDADE ESTÁCIO DE SÁ;RUA DR. HERWAN MODENESE WANDERLEI, 1001;29090640;JARDIM CAMBURI;534;362
VITÓRIA;1856;FACULDADE ESTÁCIO DE SÁ;RUA DR. HERWAN MODENESE WANDERLEI, 1001;29090640;JARDIM CAMBURI;535;366
VITÓRIA;1856;FACULDADE ESTÁCIO DE SÁ;RUA DR. HERWAN MODENESE WANDERLEI, 1001;29090640;JARDIM CAMBURI;536;369
